Date,Brand,Region,Sales Volume,Revenue ($),Average Price per Unit ($)
2022-08-15,Chanel,Europe,65,195000,3000
2022-09-12,Chanel,Asia,94,282000,3000
2021-07-29,Gucci,Middle East,58,69600,1200
2023-11-20,Chanel,Europe,5,15000,3000
2024-12-16,Chanel,North America,96,288000,3000
2024-12-07,Chanel,Europe,61,183000,3000
2024-04-21,Rolex,Europe,65,520000,8000
2023-06-24,Dior,North America,95,142500,1500
2022-06-23,Louis Vuitton,Asia,95,237500,2500
2023-05-07,Dior,North America,53,79500,1500
2022-07-29,Louis Vuitton,Middle East,64,160000,2500
2023-08-23,Chanel,North America,98,294000,3000
2022-06-02,Louis Vuitton,Asia,86,215000,2500
2023-06-20,Louis Vuitton,Australia,80,200000,2500
2023-01-11,Gucci,Asia,45,54000,1200
2024-05-30,Rolex,Asia,34,272000,8000
2021-11-06,Dior,Middle East,37,55500,1500
2022-09-27,Dior,Europe,44,66000,1500
2022-03-17,Louis Vuitton,Middle East,64,160000,2500
2023-04-23,Gucci,Middle East,96,115200,1200
2022-01-11,Louis Vuitton,Middle East,5,12500,2500
2024-11-09,Rolex,North America,74,592000,8000
2023-06-14,Chanel,Asia,80,240000,3000
2022-11-08,Dior,Australia,69,103500,1500
2023-12-12,Gucci,North America,29,34800,1200
2023-02-09,Louis Vuitton,Australia,10,25000,2500
2023-01-25,Dior,North America,73,109500,1500
2024-10-19,Chanel,Asia,54,162000,3000
2021-09-13,Chanel,Europe,7,21000,3000
2023-11-06,Chanel,Asia,80,240000,3000
2024-11-30,Dior,North America,68,102000,1500
2024-02-21,Chanel,Asia,45,135000,3000
2023-06-18,Dior,Europe,15,22500,1500
2022-04-06,Dior,Europe,2,3000,1500
2023-04-19,Chanel,Europe,59,177000,3000
2024-11-05,Chanel,Australia,71,213000,3000
2025-01-08,Chanel,Europe,59,177000,3000
2023-04-04,Louis Vuitton,Asia,99,247500,2500
2022-04-01,Louis Vuitton,Australia,52,130000,2500
2023-04-23,Louis Vuitton,North America,24,60000,2500
2021-03-04,Rolex,Asia,46,368000,8000
2021-09-29,Gucci,Australia,65,78000,1200
2022-01-09,Gucci,Asia,82,98400,1200
2023-11-21,Gucci,Asia,81,97200,1200
2021-06-13,Dior,Europe,88,132000,1500
2021-05-24,Dior,Asia,31,46500,1500
2024-06-05,Chanel,North America,32,96000,3000
2024-06-13,Louis Vuitton,Australia,54,135000,2500
2024-01-01,Chanel,Australia,46,138000,3000
2023-03-13,Louis Vuitton,Europe,47,117500,2500
2024-01-02,Chanel,Middle East,74,222000,3000
2024-08-06,Gucci,Asia,89,106800,1200
2024-06-05,Dior,Australia,88,132000,1500
2021-08-23,Dior,Europe,63,94500,1500
2022-08-23,Rolex,Middle East,80,640000,8000
2021-12-26,Chanel,Australia,35,105000,3000
2021-09-18,Rolex,North America,85,680000,8000
2022-05-02,Dior,Europe,56,84000,1500
2022-12-06,Chanel,Middle East,8,24000,3000
2024-09-05,Gucci,Asia,39,46800,1200
2024-06-21,Chanel,Asia,51,153000,3000
2023-02-10,Rolex,Middle East,68,544000,8000
2023-04-06,Chanel,North America,93,279000,3000
2024-04-14,Rolex,North America,11,88000,8000
2023-07-02,Gucci,North America,2,2400,1200
2024-10-16,Louis Vuitton,Middle East,42,105000,2500
2024-07-30,Gucci,Australia,43,51600,1200
2023-04-29,Chanel,Middle East,35,105000,3000
2023-01-14,Rolex,Europe,59,472000,8000
2023-12-05,Dior,North America,9,13500,1500
2024-10-20,Gucci,Europe,94,112800,1200
2022-10-28,Dior,Middle East,45,67500,1500
2024-04-21,Rolex,Asia,99,792000,8000
2024-02-23,Louis Vuitton,Middle East,34,85000,2500
2021-06-13,Chanel,Europe,55,165000,3000
2024-12-28,Gucci,Middle East,83,99600,1200
2024-07-14,Rolex,North America,22,176000,8000
2024-12-04,Louis Vuitton,Middle East,17,42500,2500
2023-04-23,Louis Vuitton,Middle East,26,65000,2500
2023-09-19,Gucci,Middle East,41,49200,1200
2022-09-12,Dior,Europe,55,82500,1500
2021-11-16,Gucci,Asia,21,25200,1200
2024-09-26,Gucci,North America,12,14400,1200
2022-09-09,Rolex,Asia,72,576000,8000
2024-11-21,Rolex,Asia,96,768000,8000
2022-08-14,Louis Vuitton,Europe,31,77500,2500
2022-08-18,Chanel,Asia,88,264000,3000
2022-04-01,Louis Vuitton,Europe,94,235000,2500
2024-11-29,Dior,Middle East,96,144000,1500
2024-08-22,Chanel,Europe,98,294000,3000
2024-12-02,Gucci,Europe,1,1200,1200
2022-08-13,Chanel,Australia,11,33000,3000
2022-03-13,Gucci,Europe,11,13200,1200
2024-02-21,Rolex,Europe,64,512000,8000
2021-06-20,Rolex,North America,5,40000,8000
2024-07-05,Chanel,Australia,57,171000,3000
2021-03-07,Dior,Australia,85,127500,1500
2023-06-13,Gucci,Europe,68,81600,1200
2021-08-10,Rolex,Europe,62,496000,8000
2021-11-01,Rolex,Asia,96,768000,8000
2021-06-17,Chanel,Australia,13,39000,3000
2023-10-28,Rolex,Europe,28,224000,8000
2021-09-17,Louis Vuitton,Australia,67,167500,2500
2024-02-13,Dior,Middle East,37,55500,1500
2021-05-28,Gucci,Asia,69,82800,1200
2024-02-28,Dior,Australia,65,97500,1500
2021-05-19,Gucci,Europe,34,40800,1200
2022-07-06,Rolex,Europe,45,360000,8000
2024-07-18,Dior,North America,47,70500,1500
2021-05-06,Gucci,Middle East,68,81600,1200
2024-05-16,Chanel,Europe,33,99000,3000
2022-06-13,Chanel,Australia,16,48000,3000
2021-12-04,Chanel,Middle East,7,21000,3000
2024-01-17,Chanel,North America,53,159000,3000
2024-04-05,Dior,North America,32,48000,1500
2022-06-26,Rolex,Europe,14,112000,8000
2021-12-17,Rolex,Australia,20,160000,8000
2022-12-22,Rolex,Europe,90,720000,8000
2023-07-28,Gucci,Australia,85,102000,1200
2022-04-15,Louis Vuitton,Europe,51,127500,2500
2022-05-04,Rolex,Asia,80,640000,8000
2023-06-20,Chanel,North America,45,135000,3000
2025-02-21,Rolex,North America,62,496000,8000
2024-04-07,Dior,Middle East,38,57000,1500
2021-03-06,Louis Vuitton,Middle East,79,197500,2500
2021-09-26,Gucci,Australia,63,75600,1200
2024-03-13,Louis Vuitton,North America,34,85000,2500
2025-01-03,Dior,Asia,67,100500,1500
2021-09-26,Rolex,North America,66,528000,8000
2022-01-09,Rolex,Australia,77,616000,8000
2023-02-17,Louis Vuitton,North America,9,22500,2500
2024-07-07,Chanel,North America,74,222000,3000
2023-10-19,Gucci,Middle East,58,69600,1200
2023-03-26,Louis Vuitton,Asia,33,82500,2500
2024-07-30,Chanel,North America,77,231000,3000
2025-01-23,Chanel,North America,16,48000,3000
2022-07-15,Dior,Australia,79,118500,1500
2022-08-28,Dior,Europe,56,84000,1500
2022-09-04,Louis Vuitton,Asia,54,135000,2500
2021-09-11,Rolex,Asia,56,448000,8000
2022-03-22,Rolex,Middle East,61,488000,8000
2024-07-14,Gucci,North America,75,90000,1200
2022-08-16,Chanel,Middle East,24,72000,3000
2021-08-09,Louis Vuitton,North America,76,190000,2500
2021-08-04,Louis Vuitton,Middle East,98,245000,2500
2022-03-03,Dior,North America,1,1500,1500
2022-03-05,Chanel,Europe,20,60000,3000
2022-06-06,Dior,Australia,84,126000,1500
2023-10-20,Rolex,Asia,14,112000,8000
2022-03-19,Louis Vuitton,Australia,65,162500,2500
2021-10-09,Chanel,Asia,71,213000,3000
2024-06-24,Dior,North America,41,61500,1500
2021-07-08,Louis Vuitton,Australia,64,160000,2500
2024-11-12,Louis Vuitton,Asia,65,162500,2500
2021-03-21,Rolex,Australia,28,224000,8000
2024-03-26,Gucci,Middle East,45,54000,1200
2022-04-19,Dior,Asia,58,87000,1500
2022-09-21,Louis Vuitton,Europe,24,60000,2500
2023-10-19,Louis Vuitton,Asia,35,87500,2500
2025-01-17,Rolex,Australia,54,432000,8000
2023-09-18,Dior,Europe,17,25500,1500
2024-04-24,Gucci,Middle East,62,74400,1200
2023-10-16,Dior,Asia,46,69000,1500
2022-05-30,Gucci,Europe,38,45600,1200
2021-08-06,Chanel,North America,22,66000,3000
2024-05-22,Louis Vuitton,North America,56,140000,2500
2023-02-27,Rolex,Australia,48,384000,8000
2021-12-09,Dior,Europe,12,18000,1500
2022-09-19,Dior,Asia,7,10500,1500
2022-04-18,Chanel,North America,70,210000,3000
2024-09-11,Chanel,Middle East,16,48000,3000
2021-08-28,Gucci,North America,15,18000,1200
2023-08-23,Dior,Middle East,53,79500,1500
2022-06-13,Louis Vuitton,Asia,8,20000,2500
2021-04-20,Dior,Asia,76,114000,1500
2024-11-18,Gucci,Australia,88,105600,1200
2021-05-26,Gucci,Asia,6,7200,1200
2022-12-15,Chanel,Europe,4,12000,3000
2024-01-21,Gucci,Middle East,77,92400,1200
2021-09-06,Chanel,Europe,24,72000,3000
2024-04-26,Dior,Middle East,3,4500,1500
2022-08-11,Rolex,Middle East,37,296000,8000
2022-11-09,Gucci,Australia,58,69600,1200
2023-03-04,Gucci,Middle East,55,66000,1200
2023-01-13,Chanel,Australia,60,180000,3000
2023-05-03,Chanel,Australia,79,237000,3000
2021-08-27,Chanel,Australia,97,291000,3000
2022-03-01,Louis Vuitton,Asia,83,207500,2500
2022-02-11,Chanel,Middle East,15,45000,3000
2023-04-14,Gucci,Australia,53,63600,1200
2024-03-01,Dior,Middle East,19,28500,1500
2021-06-25,Chanel,Asia,84,252000,3000
2023-01-13,Louis Vuitton,North America,98,245000,2500
2022-09-16,Dior,Middle East,75,112500,1500
2024-12-30,Chanel,Asia,22,66000,3000
2024-04-28,Gucci,Australia,97,116400,1200
2023-03-30,Chanel,Europe,67,201000,3000
2024-11-02,Chanel,North America,39,117000,3000
2021-05-03,Louis Vuitton,Europe,28,70000,2500
2023-09-29,Louis Vuitton,Australia,48,120000,2500
2022-09-21,Dior,Middle East,3,4500,1500
2023-12-07,Rolex,Middle East,3,24000,8000
2022-08-08,Louis Vuitton,North America,1,2500,2500
2021-12-31,Rolex,Middle East,97,776000,8000
2021-11-05,Rolex,North America,24,192000,8000
2023-10-05,Louis Vuitton,Australia,61,152500,2500
2021-11-03,Chanel,Middle East,45,135000,3000
2024-08-26,Dior,Europe,21,31500,1500
2022-03-31,Gucci,Europe,1,1200,1200
2022-12-08,Rolex,Asia,75,600000,8000
2021-11-24,Gucci,Australia,95,114000,1200
2024-11-05,Chanel,Australia,27,81000,3000
2024-11-02,Rolex,Australia,11,88000,8000
2022-04-11,Rolex,Asia,45,360000,8000
2023-08-06,Chanel,North America,77,231000,3000
2025-01-06,Rolex,Europe,47,376000,8000
2023-07-07,Chanel,North America,44,132000,3000
2023-06-01,Gucci,Europe,47,56400,1200
2022-02-13,Dior,North America,97,145500,1500
2023-07-14,Chanel,Middle East,70,210000,3000
2024-03-20,Chanel,Asia,90,270000,3000
2024-11-15,Rolex,North America,86,688000,8000
2024-10-18,Dior,Asia,71,106500,1500
2021-04-07,Gucci,North America,98,117600,1200
2021-07-17,Rolex,Europe,97,776000,8000
2023-12-28,Chanel,Europe,1,3000,3000
2022-11-26,Rolex,Asia,20,160000,8000
2024-09-30,Louis Vuitton,Europe,22,55000,2500
2022-07-30,Chanel,North America,55,165000,3000
2023-07-27,Dior,North America,20,30000,1500
2022-12-31,Gucci,Australia,17,20400,1200
2023-04-19,Rolex,Middle East,61,488000,8000
2022-10-01,Dior,Asia,98,147000,1500
2024-05-20,Louis Vuitton,Asia,57,142500,2500
2024-12-16,Rolex,North America,90,720000,8000
2025-02-21,Chanel,Middle East,46,138000,3000
2024-01-27,Gucci,Asia,23,27600,1200
2021-09-09,Dior,North America,59,88500,1500
2023-11-04,Chanel,Europe,23,69000,3000
2024-09-09,Rolex,Europe,13,104000,8000
2022-11-10,Gucci,Europe,33,39600,1200
2024-12-23,Chanel,Middle East,46,138000,3000
2022-10-15,Dior,Europe,34,51000,1500
2021-10-06,Rolex,Australia,75,600000,8000
2022-02-17,Gucci,Europe,37,44400,1200
2024-11-08,Chanel,Europe,14,42000,3000
2025-01-13,Rolex,Europe,3,24000,8000
2023-02-07,Rolex,North America,88,704000,8000
2024-09-28,Dior,North America,82,123000,1500
2023-04-08,Gucci,Europe,12,14400,1200
2024-09-15,Rolex,Middle East,62,496000,8000
2022-08-24,Chanel,Middle East,57,171000,3000
2025-02-20,Dior,Europe,8,12000,1500
2024-02-07,Dior,North America,76,114000,1500
2022-03-12,Gucci,Middle East,39,46800,1200
2022-01-01,Gucci,Australia,61,73200,1200
2024-07-22,Louis Vuitton,Australia,90,225000,2500
2022-02-05,Chanel,Europe,59,177000,3000
2023-11-02,Dior,Australia,20,30000,1500
2021-06-17,Dior,North America,16,24000,1500
2025-02-28,Louis Vuitton,North America,59,147500,2500
2023-10-07,Dior,North America,14,21000,1500
2024-01-23,Dior,Australia,96,144000,1500
2023-09-24,Rolex,Europe,10,80000,8000
2021-03-08,Dior,Middle East,21,31500,1500
2023-03-03,Chanel,Australia,5,15000,3000
2023-09-13,Chanel,Asia,21,63000,3000
2021-08-15,Gucci,Asia,46,55200,1200
2022-12-04,Dior,Europe,85,127500,1500
2022-10-13,Rolex,North America,47,376000,8000
2023-05-07,Dior,Asia,66,99000,1500
2023-02-25,Louis Vuitton,Asia,55,137500,2500
2021-03-17,Gucci,Europe,91,109200,1200
2021-04-22,Chanel,Europe,2,6000,3000
2022-07-26,Dior,Europe,61,91500,1500
2024-03-29,Chanel,Asia,51,153000,3000
2022-05-03,Louis Vuitton,Asia,61,152500,2500
2024-02-16,Gucci,Middle East,44,52800,1200
2024-06-13,Louis Vuitton,Europe,9,22500,2500
2022-12-21,Gucci,Europe,84,100800,1200
2023-07-16,Dior,Asia,6,9000,1500
2024-05-29,Rolex,Australia,68,544000,8000
2022-12-26,Dior,Asia,49,73500,1500
2021-12-27,Gucci,Middle East,11,13200,1200
2022-01-18,Dior,Europe,72,108000,1500
2022-06-22,Louis Vuitton,Asia,50,125000,2500
2023-09-21,Dior,North America,84,126000,1500
2024-04-19,Dior,Australia,74,111000,1500
2023-12-23,Chanel,Australia,87,261000,3000
2022-02-28,Chanel,Europe,20,60000,3000
2021-03-31,Louis Vuitton,Middle East,28,70000,2500
2021-08-20,Dior,Australia,73,109500,1500
2022-12-02,Gucci,Middle East,93,111600,1200
2022-12-07,Louis Vuitton,North America,77,192500,2500
2024-12-30,Dior,Australia,24,36000,1500
2022-04-16,Chanel,Middle East,61,183000,3000
2021-06-13,Chanel,Europe,56,168000,3000
2022-10-22,Gucci,Australia,77,92400,1200
2021-06-28,Louis Vuitton,Australia,53,132500,2500
2023-06-26,Rolex,Asia,96,768000,8000
2022-01-07,Chanel,Europe,31,93000,3000
2022-10-14,Gucci,North America,48,57600,1200
2024-12-02,Dior,North America,87,130500,1500
2024-03-02,Dior,Europe,79,118500,1500
2022-02-23,Chanel,North America,8,24000,3000
2025-01-24,Rolex,Europe,58,464000,8000
2024-05-28,Chanel,North America,81,243000,3000
2022-01-03,Dior,Europe,33,49500,1500
2023-06-19,Louis Vuitton,Australia,30,75000,2500
2021-12-03,Dior,Australia,43,64500,1500
2022-12-18,Louis Vuitton,Middle East,42,105000,2500
2022-11-04,Chanel,Australia,12,36000,3000
2024-07-28,Dior,Europe,83,124500,1500
2023-10-11,Rolex,North America,62,496000,8000
2024-10-23,Chanel,Europe,28,84000,3000
2024-06-12,Chanel,Asia,77,231000,3000
2024-04-12,Chanel,Europe,56,168000,3000
2022-11-25,Rolex,Middle East,66,528000,8000
2021-09-28,Louis Vuitton,Middle East,18,45000,2500
2024-08-31,Rolex,Europe,12,96000,8000
2021-12-27,Gucci,Europe,29,34800,1200
2021-10-01,Dior,Asia,96,144000,1500
2021-09-19,Rolex,Middle East,27,216000,8000
2021-12-02,Louis Vuitton,North America,23,57500,2500
2024-04-10,Gucci,Europe,7,8400,1200
2022-03-31,Dior,Asia,75,112500,1500
2023-09-13,Chanel,North America,26,78000,3000
2022-09-30,Rolex,North America,10,80000,8000
2023-04-06,Gucci,Asia,42,50400,1200
2024-02-09,Chanel,Australia,48,144000,3000
2024-02-23,Dior,Middle East,87,130500,1500
2021-08-10,Louis Vuitton,Australia,59,147500,2500
2021-10-30,Rolex,Australia,70,560000,8000
2023-03-27,Chanel,Australia,91,273000,3000
2021-11-08,Louis Vuitton,North America,7,17500,2500
2022-12-09,Dior,Australia,54,81000,1500
2024-11-01,Gucci,Middle East,33,39600,1200
2023-04-09,Gucci,Asia,60,72000,1200
2022-05-05,Dior,Europe,37,55500,1500
2023-12-08,Louis Vuitton,Asia,29,72500,2500
2022-04-21,Louis Vuitton,Europe,58,145000,2500
2024-05-30,Rolex,Asia,3,24000,8000
2024-02-02,Gucci,Asia,54,64800,1200
2024-09-29,Chanel,Middle East,7,21000,3000
2023-02-08,Chanel,Asia,44,132000,3000
2022-03-21,Chanel,North America,59,177000,3000
2022-12-23,Gucci,Asia,22,26400,1200
2023-01-02,Louis Vuitton,Asia,31,77500,2500
2022-11-10,Rolex,Asia,60,480000,8000
2022-08-19,Rolex,North America,38,304000,8000
2023-07-26,Dior,Europe,9,13500,1500
2023-06-22,Rolex,Asia,73,584000,8000
2022-09-10,Gucci,North America,2,2400,1200
2022-12-28,Rolex,North America,4,32000,8000
2023-01-28,Dior,Asia,31,46500,1500
2023-01-28,Gucci,North America,3,3600,1200
2024-02-22,Rolex,Middle East,95,760000,8000
2022-11-03,Rolex,Australia,27,216000,8000
2023-12-21,Rolex,North America,7,56000,8000
2023-04-11,Dior,Asia,13,19500,1500
2024-12-25,Rolex,Middle East,58,464000,8000
2021-09-10,Gucci,Australia,10,12000,1200
2024-07-04,Louis Vuitton,Australia,36,90000,2500
2023-02-08,Chanel,Asia,1,3000,3000
2023-08-25,Dior,North America,99,148500,1500
2021-11-01,Chanel,Europe,45,135000,3000
2024-10-03,Rolex,North America,84,672000,8000
2023-12-08,Gucci,Asia,1,1200,1200
2024-06-22,Louis Vuitton,Asia,9,22500,2500
2021-05-24,Gucci,Europe,82,98400,1200
2023-08-16,Rolex,Europe,52,416000,8000
2023-02-20,Gucci,North America,78,93600,1200
2022-05-22,Chanel,North America,57,171000,3000
2023-12-31,Louis Vuitton,Middle East,43,107500,2500
2024-04-11,Gucci,Australia,73,87600,1200
2022-11-06,Rolex,Asia,60,480000,8000
2023-05-12,Louis Vuitton,Europe,68,170000,2500
2023-02-16,Gucci,Asia,49,58800,1200
2022-07-27,Chanel,Europe,60,180000,3000
2024-08-14,Rolex,Europe,76,608000,8000
2024-02-20,Dior,Asia,91,136500,1500
2022-01-15,Dior,Middle East,82,123000,1500
2022-07-07,Gucci,Europe,65,78000,1200
2021-05-15,Louis Vuitton,Middle East,27,67500,2500
2022-07-10,Dior,Middle East,24,36000,1500
2023-05-06,Chanel,Middle East,24,72000,3000
2021-12-26,Dior,Australia,51,76500,1500
2024-07-12,Dior,Asia,11,16500,1500
2024-11-27,Gucci,Middle East,33,39600,1200
2025-02-26,Gucci,Europe,66,79200,1200
2025-01-20,Chanel,Australia,12,36000,3000
2021-07-17,Gucci,Australia,98,117600,1200
2024-03-07,Louis Vuitton,Australia,97,242500,2500
2024-01-01,Louis Vuitton,Middle East,40,100000,2500
2023-11-19,Dior,Middle East,49,73500,1500
2023-08-04,Rolex,Middle East,56,448000,8000
2024-01-18,Louis Vuitton,Australia,8,20000,2500
2023-03-13,Louis Vuitton,North America,87,217500,2500
2022-11-11,Rolex,Australia,15,120000,8000
2023-02-17,Chanel,Asia,31,93000,3000
2023-12-26,Rolex,Europe,10,80000,8000
2023-02-27,Dior,Middle East,11,16500,1500
2023-04-03,Louis Vuitton,North America,20,50000,2500
2021-11-26,Rolex,Europe,98,784000,8000
2022-07-17,Rolex,Australia,10,80000,8000
2023-10-07,Louis Vuitton,Middle East,76,190000,2500
2021-12-21,Rolex,Europe,36,288000,8000
2024-06-21,Rolex,Middle East,36,288000,8000
2021-03-19,Chanel,Middle East,9,27000,3000
2023-03-05,Rolex,Middle East,15,120000,8000
2022-03-16,Gucci,Australia,49,58800,1200
2023-02-25,Chanel,North America,23,69000,3000
2023-02-13,Chanel,Middle East,41,123000,3000
2024-08-31,Rolex,Europe,5,40000,8000
2022-04-11,Chanel,Australia,23,69000,3000
2024-03-17,Gucci,Europe,6,7200,1200
2023-12-08,Rolex,Australia,16,128000,8000
2024-06-24,Chanel,North America,50,150000,3000
2023-05-12,Rolex,Europe,65,520000,8000
2022-04-02,Rolex,Europe,81,648000,8000
2022-05-20,Chanel,Europe,39,117000,3000
2023-08-04,Louis Vuitton,Australia,81,202500,2500
2024-01-03,Chanel,Asia,41,123000,3000
2022-07-02,Chanel,Asia,7,21000,3000
2021-09-21,Dior,Europe,82,123000,1500
2024-07-06,Dior,Europe,44,66000,1500
2021-04-11,Louis Vuitton,Australia,5,12500,2500
2024-07-30,Rolex,Asia,41,328000,8000
2024-05-09,Dior,North America,12,18000,1500
2022-06-23,Louis Vuitton,Europe,54,135000,2500
2021-08-01,Rolex,Australia,56,448000,8000
2024-01-26,Chanel,North America,82,246000,3000
2024-12-17,Dior,Asia,25,37500,1500
2021-05-22,Dior,Australia,31,46500,1500
2021-09-26,Chanel,Europe,5,15000,3000
2022-02-01,Gucci,Middle East,5,6000,1200
2021-05-27,Gucci,Asia,82,98400,1200
2023-11-16,Gucci,Asia,10,12000,1200
2024-11-11,Louis Vuitton,Asia,31,77500,2500
2021-06-25,Dior,Asia,78,117000,1500
2022-02-22,Dior,Australia,13,19500,1500
2023-07-19,Gucci,North America,32,38400,1200
2024-07-23,Gucci,North America,67,80400,1200
2022-01-01,Gucci,Asia,87,104400,1200
2021-07-13,Rolex,Europe,33,264000,8000
2023-01-24,Gucci,Australia,2,2400,1200
2025-02-01,Dior,North America,59,88500,1500
2024-09-22,Dior,Asia,78,117000,1500
2023-02-13,Rolex,Middle East,40,320000,8000
2021-12-18,Gucci,North America,63,75600,1200
2025-02-04,Louis Vuitton,Europe,22,55000,2500
2023-01-17,Louis Vuitton,North America,49,122500,2500
2023-04-05,Rolex,Asia,45,360000,8000
2021-09-24,Gucci,Middle East,77,92400,1200
2022-05-09,Gucci,North America,77,92400,1200
2024-05-30,Dior,Middle East,20,30000,1500
2022-09-22,Louis Vuitton,Europe,57,142500,2500
2023-09-26,Rolex,Australia,66,528000,8000
2023-04-06,Gucci,North America,51,61200,1200
2023-03-24,Louis Vuitton,Middle East,7,17500,2500
2023-08-10,Louis Vuitton,North America,67,167500,2500
2025-03-01,Louis Vuitton,Middle East,44,110000,2500
2022-05-15,Louis Vuitton,Australia,75,187500,2500
2021-07-03,Gucci,Middle East,38,45600,1200
2024-08-19,Chanel,Europe,20,60000,3000
2023-04-06,Gucci,Europe,92,110400,1200
2024-07-21,Chanel,Europe,86,258000,3000
2022-06-12,Chanel,Europe,80,240000,3000
2023-05-26,Gucci,Middle East,42,50400,1200
2023-09-20,Louis Vuitton,Middle East,78,195000,2500
2024-09-26,Dior,Asia,69,103500,1500
2024-03-05,Dior,Asia,58,87000,1500
2024-01-25,Rolex,Australia,18,144000,8000
2022-08-02,Chanel,North America,44,132000,3000
2021-12-10,Rolex,North America,84,672000,8000
2022-12-25,Dior,Europe,88,132000,1500
2021-11-14,Chanel,North America,76,228000,3000
2023-03-25,Dior,Europe,78,117000,1500
2024-09-17,Chanel,Australia,87,261000,3000
2024-04-20,Dior,North America,13,19500,1500
2023-07-23,Louis Vuitton,Asia,24,60000,2500
2024-03-02,Dior,Australia,71,106500,1500
2024-06-13,Louis Vuitton,Middle East,79,197500,2500
2023-08-23,Dior,Europe,10,15000,1500
2023-10-24,Louis Vuitton,Australia,99,247500,2500
2025-02-11,Dior,Australia,74,111000,1500
2023-04-09,Chanel,Asia,41,123000,3000
2022-08-29,Gucci,Europe,19,22800,1200
2023-02-11,Gucci,Europe,24,28800,1200
